Gene names,Alpha A30P_day_1,Alpha A30P_day_10,Alpha A53T_day_1,Alpha A53T_day_10,Alpha A53T_day_30,Alpha_day_1,Alpha _day_10, Alpha _day_30
Syp,0.4009,0.739965,0.370465,0.68566,0.84696,0.393845,0.760015,0.79404
CG33228-RA,3.89065,5.63155,3.3381,5.6718,12.59555,5.0585,6.4892,7.18435
Jafrac1,0.97687,0.790975,1.1193,0.75211,0.838085,1.1384,0.812095,0.816185
CG32017-RB,2.0635,1.6354,2.4696,1.6854,1.1425,2.5358,1.52855,1.12705
CG2915-RB,0.81646,0.898155,0.785355,0.87273,1.08598,0.770285,0.91882,0.914915
Aats-ala,0.118905,0.284835,0.124915,0.314035,0.294285,0.12655,0.25046,0.271765
Hsp23,0.31188,1.152895,0.261875,1.38525,2.0158,0.26352,1.70895,2.08535
CG43078-RA;CG32352,0.683995,0.54422,0.59387,0.65186,0.461145,0.42179,0.93539,0.52173
Prosbeta2,0.48276,0.98026,0.47739,0.95963,1.10075,0.474855,1.034775,1.09755
,0.91008,0.866885,0.73571,0.822605,0.921185,0.89615,0.895065,0.887465
endoB,0.737495,0.558495,0.797865,0.555105,0.38159,0.78109,0.48327,0.387395
l(2)efl,1.3919,2.37515,1.0995,2.2914,2.19835,1.022695,2.2996,2.08625
PyK,0.796945,0.559195,0.829005,0.54891,0.5706,0.9428,0.58579,0.574875
colt,0.855285,0.592075,0.95689,0.6211,0.6043,0.92209,0.532515,0.58214
Ptpa,0.62609,0.63742,1.01339,1.983715,0.89345,0.614025,0.85126,0.692655
ATPCL,0.197545,0.140815,0.23432,0.11904,0.14145,0.19999,0.0856315,0.10901
,0.862445,0.86181,0.946205,1.31401,0.956745,0.950035,0.82762,0.83471
,1.1861,0.94228,1.4879,0.86179,0.98158,1.58025,0.661775,0.89068
Hop,0.392345,0.724705,0.302995,0.777465,0.703875,0.351125,0.7287,0.69889
CG8728-RA,0.413735,0.490415,0.422915,0.473215,0.526955,0.429795,0.47667,0.445625
CG7637,1.3395,1.97695,1.1937,3.0523,2.1075,1.132235,1.91985,2.1043
Kap-alpha3,0.39064,0.45222,0.43762,0.47314,0.45771,0.39896,0.47323,0.440765
Cyp9f2,0.56985,0.43454,0.726835,0.357565,0.380315,0.718405,0.41651,0.362925
Spase25,0.49782,0.64868,0.4678,0.69539,0.754225,0.48816,0.7205,0.862155
,0.165155,0.377945,0.194875,0.446315,0.373235,0.16619,0.416105,0.370315
Sap-r,1.69775,1.9532,1.4186,1.99045,1.46525,1.52755,1.6669,1.2667
Flo-2,0.89598,0.868255,0.781705,0.74257,0.56148,1.0049,0.759155,0.557375
Pbprp2,8.6963,1.54015,7.48375,1.20945,1.4957,6.5944,1.11225,1.3409
PHGPx,1.63585,1.2935,1.6685,1.2976,1.07845,1.5069,1.37825,1.105
CG32068,2.47215,0.91766,1.9014,0.664755,0.99748,2.2021,0.67182,0.995525
Vha68-2,0.808855,0.780245,0.811325,0.81507,0.752345,0.84182,0.79456,0.713355
,0.429555,0.67739,0.429025,0.69457,0.673725,0.40973,1.05763,0.81327
Prosalpha1,0.385655,0.73867,0.371065,0.843505,0.83901,0.359355,0.82243,0.85289
CG4747,0.516535,0.63337,0.45598,0.61723,0.510765,0.518675,0.604375,0.511965
DhpD,0.497425,0.456805,0.468695,0.394275,0.619975,0.558795,0.37506,0.570205
HspB8,2.29595,2.8805,2.172,2.90455,2.78765,1.83205,2.89535,2.79345
ND75,0.231425,0.176215,0.211965,0.194855,0.18593,0.2752,0.22328,0.182985
CG12262,1.18295,0.82307,1.17655,0.75658,0.69879,1.20535,0.747,0.67538
CG6259,1.22705,1.23865,1.20605,1.2058,1.07494,1.10255,1.29185,1.091
,2.8369,1.8048,2.4293,1.77075,1.6828,2.5482,1.70995,1.52425
CG3192-RA,2.3334,1.45745,2.1373,1.38585,1.30365,2.34085,1.78305,1.33195
sea,1.4353,0.97545,1.43345,0.843,0.960615,1.64045,0.88423,0.858335
,1.56805,1.04545,1.166705,0.826795,0.83199,1.4996,0.836205,0.690575
Acsl,0.31245,0.20457,0.276905,0.188365,0.24842,0.3188,0.209445,0.243715
pont,0.576065,0.851765,0.3883,0.778125,1.18451,0.47762,0.90829,0.91746
VhaM8.9,1.256,1.3464,1.011285,1.5527,1.32405,1.15605,1.3889,1.1942
HspB8,1.958,3.0158,1.9148,2.87685,2.9134,1.64305,3.0241,2.865
Hsc70Cb,0.171835,0.23905,0.14543,0.24223,0.234425,0.169325,0.2411,0.230185
,0.708405,0.43728,0.509665,0.44326,0.44011,0.612995,0.38808,0.373595
if,0.569125,0.796575,0.62148,0.73657,0.76315,0.631325,0.90617,0.73857
Jheh2,1.6439,1.2701,1.4832,1.1212,1.36885,1.60085,1.164,1.2137
Nipsnap,2.13665,1.1479,1.91495,0.88434,0.944525,2.3268,0.899255,0.87531
Nlp,2.2524,3.4841,2.02495,3.6022,3.6867,2.0102,3.5689,3.9568
Past1,0.901285,0.871205,0.83784,0.793645,0.79667,0.90567,0.798005,0.75615
RpS23,0.57533,1.15855,0.465725,1.1464,1.4979,0.576685,1.25865,1.5758
,1.05,1.003335,1.2622,0.97015,0.82985,1.20125,0.95157,1.00886
RpL36,0.83001,1.7229,0.837345,1.83345,2.25065,0.857765,1.85215,2.26505
,0.984795,1.0343,0.94394,0.92227,1.10005,0.87974,0.889235,0.973555
,3.81375,2.29625,#DIV/0!,1.86935,1.0214,#DIV/0!,1.23255,0.94478
Thiolase,1.16265,0.96466,1.21805,0.956205,0.876725,1.1614,0.897675,0.83031
,1.16681,0.993175,0.98409,1.12195,0.99493,1.01908,1.0462,1.10218
CG1354,0.293775,0.447375,0.30245,0.54675,0.60759,0.33796,0.537025,0.559705
Clc,1.2564,1.38095,1.2375,1.36705,1.44,0.980635,1.3489,1.30515
,1.15175,0.93296,1.0934,0.96901,0.9238,1.5866,1.2118,0.97039
,1.1696,1.0671,1.16805,1.049605,1.0422,1.00736,1.0997,1.00494
,0.571655,0.376015,0.428125,0.376155,0.37644,0.329255,0.30197,0.416825
,5.66905,3.24765,4.2194,2.5988,2.60665,4.13415,2.82105,2.4298
,0.161545,0.157475,0.271215,0.25271,0.260295,0.20296,0.28919,0.23141
,0.67473,0.50665,0.82542,0.587415,0.56829,0.8474,0.60008,0.50667
CG32549-RE;CG32549-RF;CG32549-RA;CG6247,1.048665,0.682865,1.06856,0.596095,0.55145,1.29455,0.53357,0.528985
,1.35855,1.66385,1.1178,1.57625,1.52245,1.67915,1.55925,1.59595
CG8154,0.27652,0.743415,0.287,0.746845,0.85687,0.323205,0.80244,0.70596
,5.69515,2.20735,9.9958,1.825,1.27285,9.58875,2.06085,1.28885
CG2640,1.9255,0.68284,2.3371,0.668875,0.708165,1.9065,0.63594,0.553305
,1.11505,1.15175,0.751355,1.12725,1.3372,1.0315,1.12471,1.3425
Ppox,0.245835,0.25479,0.233675,0.3671,0.19365,0.339785,0.260955,0.18447
,1.2869,1.90855,1.03368,2.02635,1.99445,1.1198,1.8106,1.8029
Cyp12e1,1.4458,0.64387,0.10932,0.832535,0.57057,#DIV/0!,0.4175,0.52392
Pgm,0.920995,0.5979,0.931435,0.555175,0.65734,1.0714,0.582125,0.617255
,2.60535,1.4056,2.86085,1.31935,1.25525,2.7679,1.2628,1.16165
Gp150,0.85177,1.30615,0.931845,1.24295,1.41715,1.1139,1.9618,1.06469
wal,2.84265,1.42495,2.6824,1.3521,1.33895,2.7459,1.37215,1.1983
CG31140-RB,1.472575,1.478305,0.37078,1.45304,1.359305,1.414625,0.386835,1.19421
Mtpalpha,0.7783,0.62684,0.84556,0.586345,0.5924,0.833685,0.647505,0.559435
BG:DS00180.2,0.692225,1.21055,0.6926,1.06795,1.28045,0.853985,1.2989,1.22715
CG6812-RA,#DIV/0!,1.2513,1.8445,1.2931,1.009785,1.0649,1.5417,0.88027
,0.572445,0.33779,0.748115,0.28137,0.28275,0.80466,0.276415,0.2196
RpS2,0.411255,0.939245,0.465895,1.0232,1.2145,0.497225,1.018635,1.163
Tpi,1.4945,1.0442,1.33475,0.969175,1.13365,1.41145,1.13165,1.0655
Sec61gamma;SEC61G1,0.58606,0.872435,0.52616,0.867475,1.13225,0.53086,0.94195,1.001565
alt,0.32922,0.46237,0.327805,0.493085,0.59536,0.334635,0.52729,0.493335
Dhc64C,0.18093,0.2321,0.243005,0.242575,0.212735,0.181965,0.231905,0.264125
Elongin-B,2.3287,2.2302,1.9707,1.8599,2.57105,1.97285,2.1442,2.26435
eIF6,0.958125,1.0477,0.87793,1.2093,1.026,0.900985,1.065815,0.9311
Indy,#DIV/0!,#DIV/0!,1.1056,#DIV/0!,0.530875,0.61977,0.70758,0.43234
RpS17,0.42305,0.84493,0.50818,1.05165,1.5257,0.477305,0.993735,1.27955
RpS24,0.453735,1.10613,0.437615,1.1497,1.4194,0.563995,1.1607,1.35405
,2.308,1.8017,2.4451,1.55275,1.49515,2.24095,1.5313,1.36625
,0.465535,0.38074,0.66542,0.353345,0.36481,0.547635,0.385385,0.31859
elav,0.992765,1.83925,1.023965,1.56055,1.66925,0.998265,1.51235,1.84805
Cyp9b2,1.17745,0.59314,0.90541,0.382225,0.693,1.23065,0.63729,0.58527
sqh,0.88509,1.671,0.837745,1.7206,1.7164,0.76958,1.5325,1.50825
Nc73EF,0.27872,0.25169,0.38584,0.26143,0.29005,0.39988,#DIV/0!,0.259735
Ppn,0.19248,0.23615,0.366285,0.283685,0.204295,0.21023,0.29355,0.221955
cher,0.157745,0.35654,0.13646,0.423375,0.46674,0.143315,0.479985,0.426075
Trp1,0.963845,1.24655,0.831605,1.07145,1.03648,1.17275,1.1204,0.953575
Men,1.02824,0.53013,1.16916,0.42287,0.555745,1.2525,0.42536,0.530895
MSBP,1.348,1.3769,1.38035,1.2347,1.15505,1.3267,1.215,1.10135
,2.0511,2.02525,1.2601,2.3105,2.5252,1.42285,2.1959,3.11645
Gnpda1,0.428345,0.814845,0.3978,0.72557,0.87833,0.27618,0.8625,0.78245
l(2)tid,0.55941,0.70206,0.40003,1.0907,0.984375,0.56445,0.955445,0.886325
,1.69015,2.26955,1.4412,2.08705,2.26725,1.4557,2.11965,2.10545
cv-d,0.334425,0.303575,0.27987,0.255665,0.26195,0.29144,0.21979,0.26014
Acer,0.200355,0.422735,0.31634,0.280905,0.33704,0.38076,0.35975,0.235935
Gyk,0.821335,0.504145,0.912925,0.40309,0.4587,0.903715,0.30438,0.372765
Ost48,0.772825,1.36565,0.74297,1.225,1.5348,0.70873,1.3933,1.39325
,0.916,1.03155,0.77794,0.927385,0.70332,0.70968,0.604695,0.615285
Ugt35b,1.77485,0.84112,1.9899,0.60444,0.867395,1.7809,0.766125,0.744445
Snx1,0.806415,0.9445,0.790005,0.99346,0.75511,0.69363,0.895385,0.697425
Cp1,0.216555,0.621185,0.2628,0.80255,0.39525,0.268625,0.649455,0.38931
,0.889835,0.75314,0.778315,0.86212,0.71583,0.7304,0.673465,0.47062
Dip-B,0.26815,0.43082,0.246075,0.401595,0.432635,0.298345,0.48704,0.4578
sws,#DIV/0!,0.70585,1.2507,#DIV/0!,0.85821,#DIV/0!,#DIV/0!,0.77978
CG11899,2.43945,1.2226,2.52255,0.997615,1.00846,2.73955,1.0775,0.9148
,2.3391,2.2798,1.5168,2.10375,2.12675,1.99375,2.30545,2.14035
GstO2,1.20175,1.31375,1.54735,1.3354,1.08747,1.40065,1.03544,0.993475
zetaCOP;CG5946-RB,2.4963,1.347,2.727,1.1161,1.17325,2.8527,1.1891,1.10935
,0.35201,0.557925,0.911885,0.570035,0.562855,0.30635,0.59266,0.504615
CAH1,0.38897,0.215505,0.477045,0.187415,0.163215,0.422755,0.182315,0.17461
NTPase,0.85903,0.789085,0.911925,0.78611,0.922245,1.0515,0.92396,0.822345
,2.1773,1.5135,1.5811,1.30405,1.36895,1.97215,1.4037,1.3549
grsm,0.17032,0.308855,0.242725,0.318805,0.232115,0.16286,0.25306,0.211765
,1.07265,0.78812,1.1296,0.650705,0.73282,1.03345,0.646145,0.71384
CG34455-RC,1.78105,1.4909,1.66595,1.23805,1.8559,1.4177,1.23935,1.5465
Ef1alpha100E,0.24781,0.53316,0.274405,0.63901,0.77221,0.25923,0.667465,0.71059
,1.6423,1.79275,1.7333,1.745,1.64265,1.48465,1.68695,1.4501
,1.017685,1.39145,0.8771,1.59255,2.13185,0.98169,1.68905,1.91575
,0.273925,0.87951,0.217815,2.004,3.3307,0.23122,2.58255,3.44875
Fit1,0.43864,0.5298,0.471575,0.501485,0.511195,0.34157,0.550555,0.42361
,1.44115,0.89422,1.46875,0.7278,0.661605,1.66265,0.72187,0.58698
Pdi,0.85109,1.1652,0.70846,1.0464,1.2997,0.709105,1.23035,1.16775
Cpr47Ea,1.9852,2.0009,1.8491,2.0331,1.70485,1.8008,1.7781,1.69585
eIF4G,0.16844,0.29104,0.154555,0.277745,0.326385,0.1111585,0.312775,0.29982
,1.14415,0.9941,0.622725,1.014505,0.754575,1.3495,0.99837,0.950535
,0.993225,0.51871,0.977095,0.40752,0.549625,1.08325,0.457875,0.506165
RpL26,0.81399,1.60595,0.779795,1.7959,2.31535,0.910505,1.87855,2.25255
Moe,0.839755,1.2105,0.854715,1.2227,1.24925,0.80861,1.20925,1.1942
OstStt3,0.712005,0.791315,0.39427,0.60189,0.745735,0.44746,0.80785,0.91718
Gasp,0.299245,1.46555,0.26992,2.78645,4.54015,0.287825,2.9462,3.4284
CG11779-RB,1.54845,1.1904,1.24545,1.2288,1.41295,1.45705,1.23515,1.28535
Set,0.588755,1.4835,0.55575,1.43645,1.62445,0.518305,1.45025,1.60385
prtp,0.42936,0.56975,0.4737,0.575375,0.942885,0.33333,0.94617,0.58915
sqd,1.1864,1.82815,1.2564,1.87145,1.9582,1.1959,1.7516,1.897
Fer2LCH,4.4531,2.15115,2.43735,1.86385,1.33915,2.87235,1.861,1.1889
Inos,1.0929,0.71583,1.38605,0.583595,0.64681,1.36275,0.602435,0.583635
CG17896,1.3465,0.88166,1.47705,0.905125,0.808355,1.3746,0.80861,0.69063
,1.54365,1.2725,1.7977,1.3815,1.24305,1.5334,1.20595,1.11745
,1.4049,1.28405,0.843265,1.06789,1.39245,1.28005,1.08445,1.1396
CG17333,1.18394,0.554405,1.20725,0.601885,0.71593,0.967755,0.442055,0.544875
Crc,0.73361,1.23255,0.597795,1.1844,1.3445,0.635635,1.323,1.2414
RpS11,0.45222,0.896815,0.466985,0.960405,1.1417,0.491375,0.938475,1.1219
Lis-1,0.40042,0.648825,0.36309,0.62652,0.66076,0.439195,0.548575,0.68132
Tret1-1,1.95765,1.11645,2.6116,1.1072,1.16925,2.6593,1.32005,1.08025
Pgi,0.839765,0.538825,0.88328,0.57759,0.620485,0.921445,0.56338,0.59431
dl,0.34041,0.719175,0.39118,0.913365,0.5689,0.282755,0.90243,0.44651
CG9471-RA,0.849535,0.82941,0.94324,0.75295,0.76107,0.98871,0.764325,0.74542
Mal-B2,7.4578,1.4722,7.2751,1.1829,1.3313,11.29,1.3456,1.2432
GstD9,1.9025,0.59854,#DIV/0!,0.656265,0.44801,2.16075,0.4946,0.30826
Top2,0.182865,0.331485,0.369235,0.31203,0.409335,0.2962,0.35899,0.378745
eRF1,0.435555,0.841365,0.451,0.938685,1.1668,0.428735,0.965805,1.002925
,1.2211,0.8201,1.2511,0.704455,0.83694,1.8269,0.843325,0.70848
CG15093,1.33005,0.664225,1.32395,0.63569,0.78317,1.43275,0.59645,0.641595
Mdr65,0.441065,0.45537,0.516185,0.505055,0.456105,0.399145,0.3349,0.40698
RpS20,0.382425,0.845775,0.41042,0.921045,1.399,0.41706,0.989055,1.15035
CG9231,2.17845,1.19625,1.85785,1.25015,1.241,1.7202,1.5295,1.2851
Anp32a;Mapmodulin,0.571035,1.4206,0.5546,1.152615,1.57995,0.575425,1.4005,1.422
,1.2716,0.67168,1.141,0.666635,0.662045,1.4791,0.58739,0.576755
CG7639,0.83469,0.760635,4.82902,0.900475,0.66646,0.870785,0.68033,0.773405
tws,0.359985,0.44876,0.362025,0.45752,0.39644,0.342885,0.530165,0.41887
CG1440-RC,0.27046,0.47211,0.31335,0.478855,0.489125,0.28638,0.47144,0.496175
,0.759305,0.597785,0.675615,0.523255,0.5906,0.80072,0.62219,0.568735
Cpr97Ea,0.48601,1.966615,0.44481,3.84185,3.7955,0.487615,3.9044,1.8724
CG15117-RB,0.741075,1.1487,0.653595,1.0785,0.934065,0.72566,0.78298,0.795785
aralar1,2.6492,0.813145,2.8102,0.696615,0.816105,3.0439,0.659055,0.714985
alpha-Cat,0.28423,0.336725,0.24201,0.344995,0.32868,0.43823,0.24312,0.317595
AGBE,2.19485,1.0772,2.2345,1.00475,1.27525,2.55895,0.84169,1.0551
RpS6,0.3739,0.76799,0.387285,0.90051,1.11005,0.411785,0.850185,1.04785
,0.80425,0.73743,0.99134,0.68882,0.70706,0.925105,0.631335,0.645405
Crk,0.78806,0.872255,0.776895,0.711795,0.686615,0.61849,0.73779,0.744765
,0.674285,0.484255,0.73606,0.509975,0.51104,0.71763,0.502025,0.435205
,1.0141,0.96469,1.0083,0.81954,0.659495,1.2596,0.902325,0.648555
,0.77614,0.63239,0.91896,0.665315,0.71473,0.77513,0.597895,0.610495
Sgt,0.81261,1.03015,0.73626,1.08445,1.26875,0.66897,1.05345,1.1224
26-29-p,0.4254,0.801055,0.383685,0.986335,1.166,0.36871,0.926295,0.890055
,0.90964,0.884945,0.817695,0.802575,1.0412,0.82881,0.899715,0.9775
Spn42Dd,1.7355,1.4484,1.73885,1.4856,1.452,1.42315,1.2615,1.16055
,1.75245,0.693055,2.546,0.60407,1.1408,2.1852,0.49084,0.84482
ras,0.281565,1.15565,0.25144,1.3678,1.8618,0.30018,1.38775,1.4152
iPLA2-VIA,0.310745,0.53165,0.44122,0.31423,0.212695,0.25265,0.29184,0.24072
Spn42Da,0.838325,0.914965,0.77401,0.911185,0.77679,0.877215,0.842315,0.686555
,1.7659,0.84524,1.4522,0.7184,0.690145,1.61855,0.577675,0.590455
Aldh,4.8946,1.7552,4.69735,1.1271,1.2515,5.0521,1.2265,1.0629
RpS4,0.4863,0.99114,0.484825,1.14605,1.38115,0.53321,1.0528,1.19595
,0.608205,0.844305,0.526795,0.91531,0.927995,0.75631,0.810645,0.7591
Arc42,0.74674,0.678355,0.634035,0.631685,0.514545,0.91742,0.662625,0.47152
mod,0.5462,1.023095,0.507665,1.14745,1.1279,0.557465,1.02916,1.101
CG11722,1.42315,1.2722,1.397,1.36015,1.54455,1.5289,1.41375,1.4404
UbcD10,1.08049,0.9462,0.84853,1.031775,0.844405,0.85367,1.08116,0.71655
,0.63191,1.00007,0.61735,0.988505,1.1338,0.54377,#DIV/0!,0.786285
BcDNA.GH10614,1.7162,0.80283,1.5795,0.693985,0.778965,1.6238,0.616495,0.74681
Hex-C,1.2779,0.571955,1.4758,0.416135,0.7221,1.84385,0.48549,0.502045
,0.518295,0.7023,0.494465,0.49695,0.59846,0.53245,0.643785,0.56141
RpL22,0.565235,1.07013,0.4546,1.14375,1.49375,0.564315,1.06285,1.4724
OstDelta,0.428555,0.71397,0.423265,0.761485,0.85514,0.46195,0.78846,0.721585
Prosalpha5,0.46942,1.0867,0.482055,1.0811,1.1449,0.48236,1.1545,1.082885
Dat,0.680325,0.478105,0.478745,0.614175,0.46537,0.56019,0.62954,0.52602
,3.21505,2.2531,3.2697,2.07865,2.21245,3.47665,2.10435,2.0828
Pdk,0.61599,0.6743,0.655485,0.670525,0.65545,0.70108,0.674855,0.534415
yps,1.11865,1.8116,0.90907,1.98285,2.10535,0.96805,1.83255,2.0688
Pkc53E,0.22439,0.211135,0.18219,0.260025,0.28708,0.35856,0.21651,0.199905
BcDNA.GH04962,0.40996,0.818995,0.378135,0.840665,0.95975,0.48303,0.80399,0.75379
CDase,0.46113,0.44471,#DIV/0!,0.461435,0.4405,0.40253,0.39373,0.336895
RpL10,0.222415,0.44257,0.21783,0.4866,0.653675,0.25003,0.47331,0.542805
GstE12,1.3287,0.927495,1.3879,0.922185,1.0729,1.50505,0.936485,0.987145
Rpt1,0.15279,0.49684,0.195345,0.494955,0.55498,0.17868,0.53174,0.522825
RpL18A,0.460195,0.890555,0.49539,1.0317,1.41115,0.476775,1.13725,1.2845
,0.49588,0.286475,0.4418,0.23181,0.22042,0.46217,0.21197,0.22104
nemy,0.790425,0.35149,0.371245,0.4012,0.340375,0.51882,0.482375,0.372675
SpdS,0.93685,0.532465,0.80957,0.46716,0.80612,0.85649,0.399795,0.74999
,0.341815,0.698305,0.440675,0.9394,0.778695,0.3648,0.796525,0.80111
Cyp28a5,0.98144,0.752795,1.326475,0.647325,0.54718,1.19115,0.599005,0.4751
,1.78045,0.94519,1.9256,0.891675,0.90798,1.82285,0.786785,0.780815
Dhpr,1.0336,0.917775,1.06515,0.809835,1.0179,1.00437,0.8069,0.867015
ERp60,0.53005,0.896845,0.50569,0.797795,0.892215,0.44142,0.894595,0.79912
eEF1delta,0.78236,1.31365,0.68797,1.46595,1.928,0.786865,1.3743,1.6135
Nep2,1.25635,1.5109,0.97821,1.5984,1.2831,1.0745,1.25325,1.03367
RpS18,0.517225,1.0336,0.48391,1.17485,1.36875,0.504365,1.1486,1.25915
scrib,0.342475,0.58924,0.30561,0.40423,0.59017,0.424285,0.5452,0.651325
,0.64098,0.76191,0.661715,0.741375,0.76511,0.582055,0.770305,0.675815
Rpt4,0.34332,0.911575,0.33154,0.80723,1.0404,0.331405,0.84584,0.983245
,1.022655,0.89037,0.96434,0.662685,0.60868,1.6986,0.866575,0.66734
Ef2b,0.110015,0.218085,0.11332,0.2362,0.2944,0.108715,0.24571,0.262185
RpS28b,0.53829,1.09,0.479975,1.18685,1.41505,0.57634,1.16445,1.2514
RpS16,0.411,0.80369,0.394435,0.892,1.07755,0.440095,0.89106,0.96418
ple,0.49285,0.638905,0.351305,0.54894,0.40726,0.384735,0.66159,0.539455
skpA,0.533145,0.75426,0.523165,0.678595,0.813965,0.624475,0.820305,0.629315
EndoGI,0.57704,0.814625,0.58986,0.62159,0.830605,0.582015,0.7403,0.728305
RpL34b,0.368295,0.73491,0.325735,0.819725,1.03344,0.35798,0.68182,0.92605
Cyp6g1,1.2078,0.596625,1.3884,0.429005,0.45979,1.295,0.327405,0.42054
Hrb87F,1.8532,2.8271,1.55825,2.6561,2.6399,1.68575,2.67325,2.30475
Cpr66Cb,0.63146,1.2208,0.78592,1.49895,1.39435,0.822775,1.152795,1.10885
Eip55E,0.685295,0.817845,0.661985,0.859175,0.820615,0.60752,0.834145,0.698015
RpL13,0.3828,0.858755,0.40802,0.960135,1.23875,0.455045,0.955905,1.1669
Msr-110,0.686535,1.9095,0.633475,1.09085,1.1514,0.851875,#DIV/0!,0.98138
Fkbp13,1.89045,1.5472,1.54325,1.3198,2.0701,1.65105,1.66595,1.66975
,0.792355,1.23835,0.780155,1.15775,1.33225,0.71241,1.33895,1.336
Cyp12a4,1.7591,1.1133,#DIV/0!,#DIV/0!,1.0673,2.09025,0.98106,0.89505
Ahcy13,0.45009,0.49705,0.414285,0.404285,0.38799,0.444445,0.47865,0.33978
CG6089,0.61375,0.97732,0.595645,1.03065,1.3288,0.61132,1.059335,1.0797
Aldh-III,0.34867,0.293845,0.33915,0.26286,0.282615,0.320665,0.291245,0.271985
Rpn3,0.296655,0.85901,0.374525,0.970765,1.07275,0.342345,0.924315,0.907745
Tps1,0.68455,0.337815,0.790975,0.314535,0.36764,0.79067,0.284165,0.320085
CG32795,0.84095,0.74629,0.61865,0.727355,0.64143,#DIV/0!,0.44537,0.490045
Cctgamma,0.136975,0.282235,0.228465,0.330295,0.339935,0.100473,0.31495,0.285995
Saf-B,0.622415,1.050445,0.60598,1.0922,1.02147,0.605545,1.05865,1.1451
,1.2424,1.3242,1.49735,1.134965,2.0181,1.18275,1.1825,1.58505
Got2,2.52825,1.1457,2.78275,0.943795,0.96451,2.66525,0.968095,0.880605
ade3,0.50877,0.322535,0.555715,0.2383,0.305635,0.552785,0.263765,0.27093
Aats-cys,0.293705,0.375525,0.210655,0.37319,0.354435,0.299505,0.325905,0.301705
Tig,0.840665,1.15615,0.73329,1.07735,0.915295,0.745435,1.08975,0.78194
,0.40502,0.18382,0.56467,0.273655,0.16049,0.338825,0.305265,0.1326595
Cdc37,0.29109,0.530015,0.33991,0.511275,0.49081,0.289015,0.486375,0.344115
Npc2g,0.37085,0.48463,0.34975,0.42634,0.63695,0.424175,0.593025,0.46236
CG13393,0.9393,1.1506,0.77971,1.0785,1.4687,1.0927,1.1525,1.0975
Ef1beta,1.0312,1.59625,0.87326,1.79075,2.40925,0.93072,1.83205,2.0545
Npc2a,0.876025,0.94945,1.4571,0.91019,1.0751,0.90297,1.1044,0.890235
Gclm,1.4481,0.85611,1.4779,0.664735,0.8896,1.5698,0.583205,0.731305
Bacc,1.11975,1.4511,0.9475,1.26549,1.5726,1.035565,1.25825,1.5478
Phk-3,#DIV/0!,1.6268,#DIV/0!,1.226,1.91855,#DIV/0!,#DIV/0!,1.2007
CHOp24,1.479,2.35685,1.41595,2.4271,2.43855,1.47795,2.5081,2.1894
Tango7,0.304625,0.58718,0.30591,0.50969,0.81651,0.27689,0.6343,0.693105
GstE1,0.17491,0.1436745,0.22941,0.039104,0.143795,0.1357805,0.11989,0.0961405
Spn43Ab,0.788785,1.1178,0.844425,1.1539,1.09905,0.759495,1.0968,0.905575
Rack1,0.33654,0.694905,0.33067,0.7522,1.00371,0.34273,0.75818,0.82772
Adam,0.803555,1.017175,0.71226,0.968515,1.23985,0.76918,1.049,0.99787
Sc2,0.62616,0.743785,0.73055,0.71818,0.85698,0.790905,0.72744,0.73873
Elf,0.330945,0.581715,0.308845,0.52823,0.793955,0.33457,0.624825,0.645105
,0.175745,0.44216,0.33163,0.577635,0.391015,0.346255,0.27788,0.2676
RpL5,0.4044,0.87407,0.387015,1.0506,1.3031,0.444515,1.0162,1.1415
mago,0.832555,1.2379,0.78022,1.1333,1.1409,0.78113,1.2455,1.009
CaMKI,1.1168,0.945475,0.94064,0.708005,0.849305,0.977975,0.722525,0.680085
,0.970085,1.6362,0.886625,1.6111,2.2,1.05805,1.69645,2.1148
RpL4,0.35839,0.77058,0.35366,0.900445,1.1522,0.39948,0.881095,0.974585
CG9675,11.13975,1.30105,29.026,2.3622,1.77365,#DIV/0!,1.14505,2.049
RpL14,0.448065,0.98811,0.43482,1.08895,1.3438,0.5003,1.0929,1.24295
Dlc90F,0.862725,1.04205,0.733775,0.91017,0.87216,0.776275,1.07175,0.97676
RpL23A,0.759185,1.4891,0.689605,1.72535,2.10525,0.838305,1.5835,1.95945
TfIIS,0.40354,0.806495,0.49525,0.872145,0.92538,0.524205,0.82857,0.6898
Amy-d;Amy-p,1.2973,0.527365,#DIV/0!,0.69851,0.33165,2.0057,0.72029,0.292325
RpL8,0.60708,1.21195,0.59672,1.30605,1.6852,0.666745,1.2919,1.64335
glo,1.6537,2.62935,1.5132,2.4527,2.94385,1.487,2.6186,2.66205
Asph,1.4201,2.2642,1.19844,2.6057,3.71585,1.21275,2.59055,3.4089
Cpr49Ab,1.4356,1.3383,2.0131,2.16725,1.83375,1.58,1.38065,1.43715
RpL31,0.522,1.03495,0.480115,1.0835,1.46105,0.5537,1.1399,1.32595
lig,0.506365,1.004375,0.520195,1.033,1.1915,0.50516,1.2312,1.017275
SF2,0.832865,1.5736,0.860165,1.3496,1.5251,0.96917,1.39555,1.36535
CG5642,0.150895,0.296455,0.184475,0.38669,0.479355,0.198855,0.408235,0.382365
,0.364975,0.567675,0.387315,0.49516,0.525185,0.39501,0.58169,0.532595
Glycogenin,0.21708,1.2064,0.18804,1.8807,1.98655,0.151265,1.7394,1.73385
